アフリカ,africa_modified.csv
アジア,asia_modified.csv
ヨーロッパ,europe_modified.csv
生活と気候,liveandclimate_modified.csv
オセアニア,oceania_modified.csv
世界,world_modified.csv
南アメリカnone,none
日本の姿none,none
北アメリカnone,none
